song,play_count,title,release,artist_name,song_era
SOTRBIE12AB017F2A0,1,Si seco un llanto,Domínguez,Silvio Rodríguez,1995
SOTRBQW12A8C13FC4C,5,TAVALLINEN TARINA,Rakastaa Ei Rakasta,Hausmylly,0
SOTRCMR12A58A7D963,1,Bumpin',Oceana,Till Brönner,2005
SOTRCOU12A8C13BC1A,1,Soft Smoke,Hot Pink,Pink Spiders_ The,2005
SOTRCOW12AB018B6D7,4,Old Mary,Die By The Drop,The Dead Weather,2010
SOTRCPN12A8C136AC9,2,Maní,Cosita Buena,Orishas,2005
SOTRCST12A8C13D2B4,3,Johnny Too Bad,The Harder They Come,The Slickers,1970
SOTRDLO12A8C13EEE5,4,Automatic Stop,Room On Fire,The Strokes,2000
SOTRDVJ12A8C13975E,44,Savin' Me,NOW (That's What I Call Music) 22,Nickelback,2005
SOTREDL12A8C13C6FA,8,La Fiesta,Spain Again,Michel Camilo / Tomatito,2005
SOTRELQ12AB01871C9,22,Oh No! (album version),The Family Jewels,Marina And The Diamonds,2010
SOTRESG12A8C139E67,1,Heaven,Picture Book,Simply Red,1985
SOTREWC12AF729F811,1,La Mentira,Otro Mundo,Intocable,1995
SOTRFAV12AB018518F,2,Parasomnia,Rapid eye movement,Riverside,0
SOTRFFI12A6D4F9035,5,Hold You,Dedicated,ATB,2000
SOTRFFL12A8C133817,1,Calling All Angels,My Private Nation,Train,2000
SOTRGOU12A8C13E7D7,1,Dale Carnegie,How To WIN!,Maria Bamford,2005
SOTRGPR12A8C1315C0,1,Fuck Tha Police,Felons and Revolutionaries,Dope,1995
SOTRGVQ12AB017F54C,6,I've Been Down,Sewed Soles,The Greenhornes,1995
SOTRHJL12AB017CCB8,1,The Buck Starts Here,Revenge!,Robbie Fulks,1995
SOTRHUX12A8C14348B,1,Breakfast In Bed,Save Me_ San Francisco,Train,2005
SOTRHVM12A67ADAEF8,4,How Many Times_ How Many Lies,PCD,The Pussycat Dolls,2005
SOTRIEE12A6D4F91DA,2,Followed The Waves,Followed The Waves,Auf Der Maur,0
SOTRIPD12A8C136B90,6,Hotel,Hotel,Cassidy featuring R. Kelly,0
SOTRIQL12A6D4FCC32,3,The Decline,The Decline,NOFX,1995
SOTRJAC12AB018A9FA,1,Across The Ocean,We Will All Evolve,Our Last Night,2010
SOTRJSA12A6D4F6FFD,1,Freaky,What The Game's Been Missing!,Juelz Santana,2005
SOTRKCB12A8C13D50F,13,clockwork,Set Sail the Prairie,Kaddisfly,2005
SOTRKXS12A6D4FC4A6,1,Ole Remix,Lagos Shake: A Tony Allen Chop Up,Moritz von Oswald,0
SOTRLCA12AF72A2D03,2,Banana Co,The Bends (Collectors Edition),Radiohead,1995
SOTRLPL12AB0186831,1,In The Dragon's Den,Twilight In Olympus,Symphony X,1995
SOTRMQC12AB0181429,22,Stupid In Love,Rated R,Rihanna,2005
SOTRNEF12A8C135518,5,Women's Realm,Wedding Daze,Belle & Sebastian,2000
SOTRNLZ12AB01884D7,1,Silver Screen Shower Scene,Clubbers Guide Electro,Felix Da Housecat,2000
SOTRPJN12AB0182298,15,Christ Jesus,War Elephant,Deer Tick,2005
SOTRPUF12AB01840E9,1,TV Control,Leichenschmaus,Zombie Nation,1995
SOTRPZL12A8C144243,3,Punctus Contra Punctum,Sty Wars,The Solid Doctor,1995
SOTRQEJ12AF72A45D7,23,Spies,Parachutes,Coldplay,2000
SOTRSFS12A8C133311,1,Who Knows Featuring Kabir,Tropidelico,The Quantic Soul Orchestra,0
SOTRSFZ12A8C142BF6,45,Are You In?,Monuments And Melodies,Incubus,2000
SOTRSKZ12A8C13B62B,1,Twist,White Moth,Xavier Rudd,2005
SOTRSPM12AC3DF94FC,1,Slaughter on Tenth Avenue,Slaughter on 10th Avenue,Mick Ronson,0
SOTRSSN12A81C2384C,1,Frio,Que se callen los profetas,Albertucho,2000
SOTRSXO12A58A7C211,9,Make Me Happy,Take It,Cooly's Hot Box,2000
SOTRSXU12A8C13B2A7,1,JULKINEN ELÄIN,Harsoinen Teräs,Hassisen Kone,1980
SOTRUIT12A6701E9E0,1,When I'm With You (Album Version),No Pads_ No Helmets...Just Balls,Simple Plan,0
SOTRVIF12AB0185FA4,1,Fireworks,New Miserable Experience,Gin Blossoms,1985
SOTRVOK12A67AD822F,16,Uhn Tiss Uhn Tiss Uhn Tiss,Hefty Fine,Bloodhound Gang,2005
SOTRVRG12AB01868E4,10,Day Off,Day Off,Xinobi,2005
SOTRWBL12A6D4FB468,1,Too High,The Very Best Of Norman Brown,Norman Brown,1990
SOTRWMZ12A8C13CBC3,2,Depress (alt. Version),Dopesick (re-issue + Bonus Tracks),Eyehategod,0
SOTRWTT12A8C133D58,6,Tilting The Hourglass,On Frail Wings of Vanity And Wax,Alesana,2005
SOTRXGD12A8C141BB1,7,Dead Man's Curve,Karaoke: Super Oldies - Singing to the Hits,Jan & Dean,1960
SOTRXOU12AC9074E55,1,Veda Very Shining (Album Version),Go!,Letters To Cleo,1995
SOTRXVD12A6701CC13,2,Apertura,Motorcycle Diaries,Gustavo Santaolalla / Don Markese / Braulio Barrera / Javier Casalla / Anibal Kerpel,2000
SOTRXYR12A8C140A75,2,Cold As Ice,Let The Blind Lead Those Who Can See But Cannot Feel,Atlas Sound,2005
SOTRXZQ12A58A7D238,1,Moody (Spaced Out),Come Away With ESG,ESG,1980
SOTRYKN12A6D4FB048,2,Untitled,Momentum. A Vakant Mix Compilation. Mixed by Mathias Kaden & Onur Özer.,Onur Özer,0
SOTRYVZ12A8C1384BA,1,Unwritten Rules (Album Version),Rancid,Rancid,0
SOTRZES12A6D4F5F6E,2,La Apariencia No Es Sincera,El Espíritu Del Vino,Héroes del Silencio,1990
SOTRZGX12A67021065,3,Homme,Brazilian Girls,Brazilian Girls,2005
SOTSAAX12A6D4F861A,7,Lay Your Head Down,Lay Your Head Down,Keren Ann,2005
SOTSBAI12A58A7C6B3,2,The World Will Never Do [feat. B.o.B] (Album Version),Hot Mess,Cobra Starship,2005
SOTSBRB12A8C13D48D,2,These Days,The Sisterhood Of The Traveling Pants - Music From The Motion Picture,Chantal Kreviazuk,2005
SOTSCAU12AB0188EC9,3,Heartbreaker,Fist Of God,MSTRKRFT / John Legend,2005
SOTSDCS12A6D4F6D5E,1,Here Today_ Gone Tomorrow,Step In The Arena,Gang Starr,1990
SOTSDTV12A8C138C6F,15,Crossfire,Koo'-ah,Rick Cua,0
SOTSECG12A8C140C3F,5,Thanx 4 Nothin',E=MC²,Mariah Carey,2005
SOTSEDY12A6D4F5E85,6,You Showed Me (LP Version),It's Not Over,Karen Clark Sheard,2005
SOTSEGY12AB018384D,1,Strawberry Swisher Pt. 1,Happiness,Dance Gavin Dance,2005
SOTSFAY12A8C13B581,3,Romance de la luna gitana y el sol poeta,Esta noche se merece otra ronda,Sinkope,0
SOTSFEM12AF72AA810,2,Let's Rave On,Chain Gang Of Love,The Raveonettes,2000
SOTSFGD12AF72A83A8,1,Feel It,Monkey Business,Black Eyed Peas,2005
SOTSFIJ12A6D4F6ED4,1,The Night You Murdered Love,The Look Of Love - The Very Best Of ABC,ABC,0
SOTSGEX12AF72A9A2E,14,Blow Away,Bomb In A Birdcage,A Fine Frenzy,2005
SOTSGJP12A8C1390CF,7,Mar Azul,Mar Azul,Césaria Evora,1990
SOTSGKO12A8C141F09,3,Outro,Heiliges Herz - Das Schwert Deiner Sonne,Samsas Traum,2005
SOTSGXV12A8C139D01,1,Sinatra,Strap It On,Helmet,1990
SOTSHJS12A6D4F7AD3,1,Når Et Lys Slukkes,3: Fresh-Fri-Fly,Nik & Jay,2005
SOTSHYT12A8C142868,32,Rome,Wolfgang Amadeus Phoenix,Phoenix,0
SOTSIHD12A58A779A0,2,Unlucky Stuntman,Acrophobe,Bad Astronaut,2000
SOTSIIH12A8C13A516,3,Poesía De Amor,Café Quijano,Café Quijano,1995
SOTSIQG12A6D4F46DF,7,Nunca Quedas Mal Con Nadie,Antologia - Su Historia Y Sus Exitos,Los Prisioneros,1980
SOTSIUP12A6D4FB2A9,1,Queen Of Hearts,Laid Back,Gregg Allman,1970
SOTSIXZ12A6D4FA262,1,Nothing'severgonnastandinmyway (Again) (LP Version),Summerteeth,Wilco,1995
SOTSJBD12A670214A4,28,Head Like A Hole,Head Like A Hole,Nine Inch Nails,1985
SOTSJDX12AF72A9AFD,18,Alice,Almost Alice,Avril Lavigne,2010
SOTSJIP12AC468A9FD,3,Heat Wave,The Beat Is...,Alphabeat,0
SOTSJNQ12A6D4FCAD1,9,Bilingual,Earth Mover,Cosmic Gate,2000
SOTSJVL12AB018E0FC,1,All Things Good And Nice,Four Cornered Night,Jets To Brazil,2000
SOTSKHV12A8C134E9A,1,hHallmark,Bee Hives,Broken Social Scene,2000
SOTSKUQ12AB0186F11,2,Kind Of Laid Back,Birdy Nam Nam,Birdy Nam Nam,2005
SOTSKUR12A8C13B802,2,Lady Madeline In Her Coffin,We Are Always Searching,I Am Ghost,2005
SOTSLAW12A6D4F6E2F,1,Go Tell It On The Mountain,Go Tell It On The Mountain,Big Daddy Weave,2005
SOTSLCI12AB0184CF6,1,Druggy,RAM Digital Sessions,Sub Focus,2005
SOTSLEU12A6D4F8639,4,It's Beginning To Get To Me,Eyes Open,Snow Patrol,2005
SOTSLNY12A6701C0F4,1,Never Will I Break,Seventeen Days,3 Doors Down,2005
SOTSMDG12AB0189172,10,Death Cult Soup n' Salad,Almighty Defenders,Almighty Defenders,2005
SOTSNDR12A8AE47599,20,One More Time / Aerodynamic,Alive 2007,Daft Punk,2005
SOTSNLH12A6701FE15,1,Under The Boardwalk,Classic Bruce Willis - The Universal Masters Collection,Bruce Willis,1985
SOTSOSH12A6D4F84E0,2,Do You Love Me,Silence Is Golden - The Very Best Of,The Tremeloes,1960
SOTSPCJ12A81C209B9,1,Distortion Sleep,Figure Number Five,Soilwork,2000
SOTSPVI12A6D4FA446,10,Birds and the Bees,the bird and the bee,the bird and the bee,2005
SOTSRFU12A8C14262C,6,Per combattere l'acne,Canzoni da spiaggia deturpata,Le Luci Della Centrale Elettrica,2005
SOTSRMP12A67AE136D,1,Torch (Remastered),A Merciful Release,Sisters Of Mercy,0
SOTSRPY12A58A788D3,1,Chevrolet,Foghat,Foghat,1975
SOTSRUQ12A81C22359,46,Nantes,The Flying Club Cup,Beirut,2005
SOTSTAA12AB017F16C,1,The Day I Died,The Day I Died,Just Jack,2005
SOTSTBL12A6D4FB546,2,John Comes Home,Spanglish,Hans Zimmer,2005
SOTSTRC12AF72A332B,23,I'll Stand by You,Le Coeur Des Hommes 2,The Pretenders,1990
SOTSTSG12A8C13B3BF,1,Bobby,All They Ever Wanted,Johnossi,2005
SOTSTWR12A8C13ADD4,3,My Own Way (Album Version),Straight Ahead,Pennywise,1995
SOTSUPP12A6D4FB9AD,1,I'm Not Gonna Teach Your Boyfriend How To Dance With You,I'm Not Gonna Teach Your Boyfriend How To Dance With You,Black Kids,2005
SOTSVKB12A8C139EF0,3,Don't Worry 'Bout Me,Julie / Love On The Rocks,Julie London,1960
SOTSVWN12AB0185DA5,1,Thérapie De Groupe,La Femme Chocolat,Olivia Ruiz,2005
SOTSWIA12A8C14328F,1,You've Done Lost Your Good Thing Now (Bonus Track) (Live),Live at Newport,BB King,0
SOTSXHU12AF72A3B65,7,You Don't Know What Love Is,Midnight Blue The (Be)witching Hour,Cassandra Wilson,1990
SOTSXKF12A6701C3AF,9,That I Would Be Good (Live/Unplugged Version),Unplugged,Alanis Morissette,0
SOTSXND12A6701FEF8,1,(Now You See Me) Now You Don't,Some Things I Know,Lee Ann Womack,1995
SOTSYHV12A67ADC160,2,The Face Of God (Album Version),Dark Light,HIM,0
SOTSYTH12A6701F0E6,2,I Don't Wanna Know,Hits,New Found Glory,2000
SOTSZAA12AB018583B,27,Hurricanes,PAWS.,Pull Tiger Tail,2005
SOTSZAX12A8C13ECEC,2,Groovy Feeling (Toni Bell's Single Scoop),Groovy Feeling,Fluke,1990
SOTSZKX12A81C21318,2,FABLE,FABLE,Robert Miles,1995
SOTSZZE12AB018120E,4,The First Person On Earth (Album Version),Our Bright Future,Tracy Chapman,2005
SOTTALO12A8C13E0A5,2,Hljómalind,Hvarf - Heim,Sigur Rós,2005
SOTTBLH12AB01804FC,2,Liz on Top of the World,Pride and Prejudice,Jean-Yves Thibaudet,0
SOTTBUK12A6D4FBB38,11,Again (Album Version),The Heat,NEEDTOBREATHE,2005
SOTTBXU12AB0189281,1,Days Are Like,Spark,Reed Foehl,2000
SOTTCLB12AC468CF1C,1,Follow My Lead,Outta Here,Esmée Denters,2005
SOTTDDX12A6D4FBF0B,6,What Is Life (Regi & Danzel),Registrated,Regi & Danzel,0
SOTTDEK12A8AE476B6,2,"No More ""I Love You's",Medusa,Annie Lennox,1995
SOTTDJN12AB018057C,3,Stray Italian Greyhound,Inland Territory,Vienna Teng,2005
SOTTDPW12A6310E26F,7,Rose Blood,Among My Swan,Mazzy Star,1995
SOTTECT12AB0181ADE,5,Cell Phone (EP Version),In Valleys,Jack's Mannequin,2005
SOTTEGS12A8C142538,1,Cataclysmic Purification,Nuclear Blast Showdown Summer 2009,Suffocation,2005
SOTTEOF12A8C1393B8,2,Ends Of The Earth,Ocean Songs,Dirty Three,1995
SOTTETA12AB0184B6D,2,Talk To Me,Intuition,DJ Encore / Engelina,2000
SOTTEVR12A8AE47116,2,ribbons 'round my tongue,Two Gallants,Two Gallants,2005
SOTTFGT12AAF3B2390,2,African Queen,Face 2 Face,2Face Idibia,2005
SOTTFTM12A8C13A05C,2,Flowerstand Man,Reverence,Faithless,1995
SOTTGHP12AF72AD04C,7,Singing Softly To Me,Quiet Is The New Loud,Kings Of Convenience,2000
SOTTGNU12A67020491,2,The Only (Album Version),The Only,Static-X,0
SOTTGRP12A67ADE985,2,Neon Bible,Neon Bible,Arcade Fire,2005
SOTTGXB12A6701FA0B,44,Run Run Run,It's Never Been Like That / Alphabetical,Phoenix,0
SOTTIHH12AB0189E71,1,Summer Breeze,Born In Babylon (Bonus Track Version),SOJA,0
SOTTIIS12A8C13A4B7,2,Helium Reprise,Helium,Tin Hat Trio,2000
SOTTITO12A8C13BA38,2,Grandfathered,Drowning in A Sea of Love,Nathan Fake,2005
SOTTJSC12A8C13361C,1,RIP Allegory,Rip It Off,Times New Viking,2005
SOTTJWM12A6D4F80BF,1,Guns In The Ghetto,Guns In The Ghetto,UB40,1995
SOTTKIR12AB017CC76,3,The Uck (took My Baby Away),From The Oriental School Of Dub,Fedayi  Pacha,0
SOTTKSB12AF72A3DD0,2,Shadows Of Salford,Some Cities,Doves,2005
SOTTKTT12A8C13BB1E,6,Absolutely Zero (LP Version),Waiting For My Rocket To Come,Jason Mraz,2000
SOTTLKY12A6701E03A,4,Broken Down,Seasons,Sevendust,2000
SOTTLPQ12AAF3B1F13,9,Join The Club,Turn The Radio Off,Reel Big Fish,1995
SOTTMQF12AC468A385,4,Hasta Siempre,Paisano Vivo (Descalzo Por Los Caminos),Raly Barrionuevo,0
SOTTMQK12A8C144885,1,Feel The Sunrise,Tiësto - In Search Of Sunrise 7 - Asia,Banyan Tree,0
SOTTNDI12A58A7C370,3,Could This Be Real,Could This Be Real,Sub Focus,2005
SOTTNYA12A6D4F99C5,1,Tennessee Zip,Rockabilly Riot Vol. 1 - A Tribute To Sun Records,Brian Setzer,2005
SOTTNZU12A6D4FA237,36,Blood Red,Live  Decade Of Aggression,Slayer,1990
SOTTOFB12AC4688BA6,3,Sleepyhead,Manners,Passion Pit,2005
SOTTPIN12A8C130F94,1,Creating The Inn,Stardust - Music From The Motion Picture,Ilan Eshkeri / London Metropolitan Orchestra / Andy Brown,2005
SOTTPZH12AB017A918,3,Please Just Take These Photos From My Hands,A Hundred Million Suns,Snow Patrol,2005
SOTTQAF12A6310F21D,6,Delicate,O,Damien Rice,2000
SOTTQAH12AB018608B,4,Folkin' Around [Live In Chicago],Live In Chicago,Panic At The Disco,0
SOTTQFH12AB0184BA7,2,To Shed Light Or Cast Shadows,LiveLoveDie,Perpetual Groove,2005
SOTTQWF12A8C13E6DB,1,The Unorthodox,Emergency Rations,Mr. Lif,2000
SOTTQZM12A6D4FB0CE,1,Symmetry (Crashings Album Version),Crashings,Falling Up,2000
SOTTRHJ12A8C13B4D2,2,Caps and Bottles (Album Version),Sing Loud_ Sing Proud,Dropkick Murphys,0
SOTTRMB12A3F1EC1D3,2,La Daga,Mar Adentro En La Sangre,Santa Sabina,2000
SOTTRWI12A8C1443D7,4,Down (Main Version),Motograter,Motograter,2000
SOTTSMK12A6D4F8AD1,8,Reason,Ace,Ian Van Dahl,2000
SOTTTEQ12B0B80CA01,32,Blood,Fantastic Damage,El-P,2000
SOTTTLO12AB0185DE8,1,I'm Beginning To See The Light (Album Version),Special Delivery,Michael Bublé,2010
SOTTUFL12A8C137649,1,Elembivos,Slania,Eluveitie,2005
SOTTUGB12A6D4FBEE1,5,Smashed Into Pieces (Album Version),When Broken Is Easily Fixed,Silverstein,2000
SOTTUKN12A8C136354,3,Dirty Eyes (Sex Don't Sell),Chain Gang Of Love,The Raveonettes,2000
SOTTXTY12A8C137367,5,Petenera (en carne viva),Coces al Aire 1997-2007,Marea,2005
SOTTYOB12A6D4F8122,2,MYSTERY SHOES,England_ Half English,Billy Bragg,2005
SOTTYSF12AB0184CE7,4,Blasting Through the City,Radio Retaliation,Thievery Corporation,2005
SOTTZWX12AB0180050,20,Mientras Miro Las Nuevas Olas,Superheroe,Serú Girán,1980
SOTUARP12A8C13CB54,54,Rio,London Weekend,Another Sunny Day,1990
SOTUASP12A8C13BE04,1,Heavy Rock,Lo Mejor De Los Ángeles Del Infierno,Ángeles del Infierno,1995
SOTUBJL12A6701C0BD,9,Try A Little Tenderness (Album Version),It's Time,Michael Bublé,2005
SOTUBPG12AB01807E6,7,Silver_ Blue And Gold,In Concert: Merchants Of Cool,Bad Company,2000
SOTUCKX12AC46890B8,4,Deep Sea Divers,Darwin Deez,Darwin Deez,2010
SOTUCYL12A8C14487F,15,Better Off Alone,Classic Big Tunes 2009,Alice Deejay,1995
SOTUDEW12AB018AE8A,1,Kiss the sky,Mezzanine de L'Alcazar Volume 5,Shawn Lee feat. Nino Moschella,2005
SOTUEJL12AB0180B63,1,Black 2008,Euphoria Hard Dance Awards 2009,Showtek,2005
SOTUETB12AB018CD36,15,Spanish Sahara,Total Life Forever,Foals,2010
SOTUEVV12A6D4FAB5E,18,The Bakery,Fluorescent Adolescent,Arctic Monkeys,2005
SOTUGDX12A8C138601,4,Guantanamera,Greatest Hits,Wyclef Jean featuring Refugee Allstars,1995
SOTUGIW12A8C137B0C,1,Into My Web (Non-Album Track),Shallow Believer,The Used,2005
SOTUGTW12AB018474B,2,The Way She Moves,The Perfect Melody,Zion / Akon,0
SOTUHCE12A6D4FC74C,1,Wing Body Wing,Ringer,Four Tet,2005
SOTUHDT12AC468BDD1,1,Around My Smile,Bavarian Fruit Bread,Hope Sandoval and the Warm Inventions,2000
SOTUHEC12AB0188139,1,Free To Be Me [Dented Fender Sessions],My Paper Heart: Dented Fender Sessions,Francesca Battistelli,0
SOTUHJP12AAF3B26D0,4,The Little Man From Mars,The Out Sound From Way In!,Perrey And Kingsley,1965
SOTUHWK12A6310D7E5,3,Wrap Sumden,Country Grammar,Nelly,2000
SOTUHWT12A58A7ABA9,1,Epiphany,Process Of Belief,Bad Religion,2000
SOTUILE12A6D4FA444,8,Butterflies and Hurricanes,Absolution,Muse,0
SOTUINU12A67ADBA55,1,Chicago Seemed Tired Last Night,Separation Sunday,The Hold Steady,2005
SOTUITS12AB017CACA,1,Volgarity,Gondwanaland,Steroid Maximus,1990
SOTUIYA12A8C133BDE,10,Valhall Awaits Me,With Oden On Our Side,Amon Amarth,2005
SOTUJKY12AB018119F,10,VIKING MAN,Live In Japan,Rodrigo y Gabriela,2005
SOTUJUQ12AF72A1375,18,The Other Side of Mt. Heart Attack - Single Mix,The Other Side of Mt. Heart Attack,Liars,2005
SOTUKLK12A81C2165F,3,So Not My Baby,Everything Is Fine,Josh Turner,0
SOTUKOM12A8C13D6C6,1,Neverending Saga,Bars Of Death,7L & Esoteric,2000
SOTUKPX12A6D4F9E94,1,Do You Remember The Riots?,When I Said I Wanted To Be Your Dog,Jens Lekman,2000
SOTUKRT12A58A76AEB,3,Pimpin',Swan Songs,Hollywood Undead,2005
SOTULEI12A58A7CB72,36,Buffalo Bill,Relapse: Refill,Eminem,2005
SOTULEJ12AF729ED29,12,Art is Hard,Live at Lollapalooza 2006: Cursive,Cursive,2000
SOTULKA12AB0181CB7,1,Diorama,Cranes,Cranes,2005
SOTUMQW12AB018DE5C,1,Kizza Me,Keep An Eye On The Sky,Big Star,1975
SOTUNOQ12A67ADADA7,3,Pa,Jacksonville City Nights,Ryan Adams & The Cardinals,2005
SOTUNRK12A6D4FC659,7,Funky Country (Drive With Her To The Yukon),Atlantis - Hymns for Disco.,K-OS,2005
SOTUOOZ12AB017FA41,1,Modern Times (Don rimini explosive remix),Modern Times Remix,Adam Kesher,0
SOTUPME12A67ADE884,69,What If I Stumble?,The Ultimate Collection,DC Talk,1995
SOTUPSN12A58A79162,3,The Joke,Who We Are,Lifehouse,2005
SOTUPYK12A6D4F8F15,1,Murray's Law (Album Version),Murray's Revenge,Murs,0
SOTUQMP12A6D4F70D6,5,I Skyggen Som Jeg Plejer (1998 Digital Remaster),De 2 Første,C.V. Jørgensen,0
SOTUQNX12A6310DFE1,3,Satellites,The Last Broadcast,Doves,2000
SOTUQTT12A6D4FBCEB,2,Cancer,Six,Mansun,1995
SOTUQYU12A8C13AB00,3,Estoy agotado (en vivo),En vivo,Maná,0
SOTURXT12AF72A4416,1,Palmcorder Yajna,Palmcorder Yajna,The Mountain Goats,2000
SOTUTEW12A6D4F8BEF,2,Typical (Explicit),My Manic And I,Laura Marling,2005
SOTUTKB12A6D4F949A,1,Oltremare,Divenire,Ludovico Einaudi,2005
SOTUTLB12AB018A736,6,Austere,A Balloon Called Moaning,The Joy Formidable,2005
SOTUTLJ12A8C13D7EC,1,Me So Horny (Nasty Version),We Want Some Pussy,The 2 Live Crew,1985
SOTUULF12A6D4F955F,3,Broken,Cross Canadian Ragweed,Cross Canadian Ragweed,2000
SOTUUQG12A8C1358A2,6,The Pony Blues,King Of The Delta Blues,Son House,1990
SOTUUWK12AB01821C6,6,July_ July!,Castaways and Cutouts,The Decemberists,2000
SOTUWGA12A8C13842D,1,I Before E Except After C (2008 Digital Remaster),In Your Room,Yazoo,0
SOTUWLW12A8C139DFF,3,Crimes,Thirteenth Step,A Perfect Circle,2000
SOTUWPH12AB017DEBC,2,Ezio In Florence,Assassin's Creed 2 (Original Game Soundtrack),Jesper Kyd,2005
SOTUXBM12A8C140DB6,8,You Used To Hold Me,You Used To Hold Me,Calvin Harris,2005
SOTUXKT12AB0183144,36,Let It Whip,20th Century Masters: The Millennium Collection: Best of Motown '80s_ Vol. 1,Dazz Band,1980
SOTUXRO12A8C133E69,1,In The Craters On The Moon,Heretic Pride,The Mountain Goats,2005
SOTUXYM12AF729E447,5,Why,Double Take: Waking Up & Bethany Dillon,Bethany Dillon,2000
SOTUXZK12A8C13475B,5,My Surprise,Walking The Boogie,Small Jackets,2005
SOTUYFC12A8C13AE26,1,Mushrooms,The Chilled House Session,Noosa Head Feat. Marshall Jefferson,0
SOTUYMM12AAF3B336B,11,Nostalgia Amnesia,Melancholydisco,Viola,0
SOTUYTI12A8C1398A2,1,Allahu,Al-Mu'allim,Sami Yusuf,2000
SOTUZWT12A58A7A8CA,1,The Other Way Of Stopping,Zenyatta Mondatta,The Police,1980
SOTUZXK12AB017BC50,5,Say You Love Me (Cd Live Album Version),The Dance,Fleetwood Mac,1995
SOTUZXQ12A58A78793,1,Man On The Prowl (1994 Digital Remaster),The Works,Queen,1980
SOTVAIM12AB017F11B,4,Everything I Said,Treasure Box : The Complete Sessions 1991-99,The Cranberries,1990
SOTVASA12AB018044D,4,Unwritten Letter No.1,Waking Hour,Vienna Teng,2000
SOTVAVB12A6D4FA290,17,Woo Hah!!  Got You All In Check (Amended Version),Rhino Hi-Five: Busta Rhymes,Busta Rhymes (Featuring Rampage The Last Boy Scout),0
SOTVBDL12AAF3B3274,1,Love in the Time of Human Papillomavirus,Can't Maintain,Andrew Jackson Jihad,2005
SOTVBLC12A8C13C1C7,1,ksjfhglikhertykjlehgskhkjvhda,Silly Hat vs. Egale Hat,Dan Deacon,2000
SOTVCJG12AB01881E1,1,Chaka Demus,Kings & Queens,Jamie T,2005
SOTVCMD12AB01850DA,3,Broken English,Revolutions Per Minute,Rise Against,2000
SOTVDHX12AF72AA011,4,Retrace,New Surrender,Anberlin,2005
SOTVDJH12AB0183DC9,2,Forgiveness (LP Version),Disciplined Breakdown,Collective Soul,1995
SOTVDOJ12AB017DB80,6,Keep Her,Chasing Lights,The Saturdays,2005
SOTVEJT12AF729EFB5,2,Say It's Possible,Say It's Possible,Terra Naomi,2005
SOTVFEF12AF729E6CE,4,Hell Of A Year,Human The Death Dance,Sage Francis,2005
SOTVFGR12AB018BEB0,8,The Video Dept.,Clinging To A Scheme,The Radio Dept.,2010
SOTVFIU12AC46878B7,14,Exit Music (For A Film),OK Computer (Collector's Edition),Radiohead,1995
SOTVFTN12AB017E8EF,1,Tocando Em Frente,Minha Historia,Maria Bethânia,1995
SOTVGKI12AB0182502,9,I Believe,Sirens,Savatage,1980
SOTVGML12AB017CF33,1,Portrait Of Tracy,Jaco,Brian Bromberg,2000
SOTVHFG12AB018AC8F,5,White Flag (Feat. Bashy_ Kano and The National Orchestra For Arabic Music),Plastic Beach,Gorillaz,2010
SOTVIDF12AB0182208,11,California,Desperate Measures,Hollywood Undead,2005
SOTVIUG12A8C1399AA,1,Ghost Writing,Haunt Me,Tim Hecker,0
SOTVIVQ12A8C1384D4,3,Weenie Beenie,Foo Fighters,Foo Fighters,1990
SOTVIXT12AB01813F7,14,Noetavaeno,Muanpiällinen helevetti,Verjnuarmu,2005
SOTVJCB12A8C136E46,17,Bette Davis Eyes,This Is... 1981,Kim Carnes,1980
SOTVJEN12A8C13B064,30,The Remedy (I Won't Worry) (New EQ'd LP Version),The Remedy [I Won't Worry],Jason Mraz,0
SOTVJWC12A6D4F6B24,1,Hookie Jookie,Lucky Day,Shaggy,2000
SOTVKHI12A81C20BA1,3,The Takedown,Paper Walls,Yellowcard,2005
SOTVKPX12AF72A556D,10,Lovesong of the Buzzard (Album),Lovesong Of The Buzzard,Iron And Wine,2005
SOTVKRP12A67ADE6A5,12,"Dido's Lament (""When I am Laid in Earth"")",Odyssey,Hayley Westenra,2005
SOTVKSF12A6D4FC13C,1,Piccola Radiolina,La Radiolina,Manu Chao,2005
SOTVKSH12A8C1347F1,1,Una Palabra,Man On Fire,Carlos Varela,2000
SOTVLFD12AB017B9FC,1,Mexico_ Mexico,The Best,Grupo Niche,0
SOTVLHC12A6701EA31,105,Numb (Album Version),The Sickness,Disturbed,2000
SOTVLLI12A67AE2442,2,Egyptica,New World Messiah,Nocturnal Rites,2000
SOTVLQY12A58A798C2,209,Home,Up From Below,Edward Sharpe & The Magnetic Zeros,2005
SOTVMGG12AB0187A0D,1,Can I Sleep In Your Arms,To Willie,Phosphorescent,2005
SOTVMLE12AB018168E,25,Wavin'  Flag,Troubadour,K'Naan,2005
SOTVNFB12A6D4FB76D,1,Rockit Soul,The Ultimately Empty Million Pounds,Funki Porcini,1995
SOTVNUY12AF72A2CF6,2,Endless,Hourglass,Dave Gahan,2005
SOTVNZB12A6D4F769B,1,The Train,Medicine Music,Bobby McFerrin,1990
SOTVOFW12AB0180C15,1,Auslander,Playlist: The Very Best Of Living Colour,Living Colour,1990
SOTVOPM12AB0186F6A,11,The Lost Ones,Cold And Bitter Tears,Ted Hawkins,1990
